Product Name,Price,Product Image,Description,Reviews,Product Link
"OPPO Reno11 Pro 5G (Rock Grey, 256 GB)","₹37,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/a/3/reno-11-pro-5g-cph2607-oppo-original-imagwxetgpdfb32f.jpeg?q=70,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 32MP | 32MP Front Camera4600 mAh BatteryMediatek Dimensity 8200 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.1,https://www.flipkart.com/oppo-reno11-pro-5g-rock-grey-256-gb/p/itm41ee989232c22?pid=MOBGWU4CKWXGZFWC&lid=LSTMOBGWU4CKWXGZFWCSD9X5W&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=6b327d16-87a0-4d16-ba85-01683a75b492.MOBGWU4CKWXGZFWC.SEARCH&ppt=None&ppn=None&ssid=6cn4kz33ow0000001722676565385&qH=3b335b124e5f7f1c
"Google Pixel 7a (Charcoal, 128 GB)","₹37,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/i/d/-original-imagpgx4erjqnpzx.jpeg?q=70,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.3,https://www.flipkart.com/google-pixel-7a-charcoal-128-gb/p/itmb4d7b100b1a4d?pid=MOBGZCQMHGWDYZQ7&lid=LSTMOBGZCQMHGWDYZQ7XLJASQ&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=6b327d16-87a0-4d16-ba85-01683a75b492.MOBGZCQMHGWDYZQ7.SEARCH&ppt=None&ppn=None&ssid=6cn4kz33ow0000001722676565385&qH=3b335b124e5f7f1c
"SAMSUNG Galaxy A54 5G (Awesome Lime, 256 GB)","₹37,499",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/w/q/-original-imagnrhkjwg8ngzh.jpeg?q=70,"8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.26 cm (6.4 inch) Full HD+ Display50MP + 12MP + 5MP | 32MP Front Camera5000 mAh BatteryExynos 1380, Octa Core Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories",4.3,https://www.flipkart.com/samsung-galaxy-a54-5g-awesome-lime-256-gb/p/itmfae1e9dfaa4a0?pid=MOBGNE4STRDFQHDH&lid=LSTMOBGNE4STRDFQHDH1QUOFY&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=6b327d16-87a0-4d16-ba85-01683a75b492.MOBGNE4STRDFQHDH.SEARCH&ppt=None&ppn=None&ssid=6cn4kz33ow0000001722676565385&qH=3b335b124e5f7f1c
"Google Pixel 7 (Obsidian, 128 GB)","₹37,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/u/3/-original-imaggsuddwubypxp.jpeg?q=70,8 GB RAM | 128 GB ROM16.0 cm (6.3 inch) Full HD+ Display50MP + 12MP | 10.8MP Front Camera4270 mAh BatteryGoogle Tensor G2 Processor1 Year Domestic Warranty,N/A,https://www.flipkart.com/google-pixel-7-obsidian-128-gb/p/itm45d75002be0e7?pid=MOBGHW44NHFZJN6N&lid=LSTMOBGHW44NHFZJN6NCVAFHP&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=6b327d16-87a0-4d16-ba85-01683a75b492.MOBGHW44NHFZJN6N.SEARCH&ppt=None&ppn=None&ssid=6cn4kz33ow0000001722676565385&qH=3b335b124e5f7f1c
"Google Pixel 7a (Coral, 128 GB)","₹35,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/a/r/-original-imagtrf9qm3dufq9.jpeg?q=70,8 GB RAM | 128 GB ROM15.49 cm (6.1 inch) Full HD+ Display64MP (OIS) + 13MP | 13MP Front Camera4300 mAh BatteryTensor G2 Processor1 Year Domestic Warranty,4.1,https://www.flipkart.com/google-pixel-7a-coral-128-gb/p/itmb4d7b100b1a4d?pid=MOBGT5F26QJYZUZS&lid=LSTMOBGT5F26QJYZUZSERFRRN&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_49&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGT5F26QJYZUZS.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V29 Pro 5G (Black, 256 GB)","₹42,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/9/l/-original-imagtyw2cvvhz4hj.jpeg?q=70,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 12MP + 8MP | 50MP Front Camera4600 mAh BatteryDimensity 8200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://www.flipkart.com/vivo-v29-pro-5g-black-256-gb/p/itm9eb62843149e4?pid=MOBGTR8X6Y2Z4MTD&lid=LSTMOBGTR8X6Y2Z4MTDIPVP9L&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_50&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGTR8X6Y2Z4MTD.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"itel P55 (Aurora Blue, 128 GB)","₹7,399",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/k/6/p55-a666l-itel-original-imah28n7hzrcbgy9.jpeg?q=70,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB16.66 cm (6.56 inch) HD Display50MP Rear Camera | 8MP Front Camera5000 mAh BatteryUnisoc T606 Processor1 Year Manufacturer Warranty,4.1,https://www.flipkart.com/itel-p55-aurora-blue-128-gb/p/itm573e1c7afa483?pid=MOBGXTYX2BGPKKMB&lid=LSTMOBGXTYX2BGPKKMBANZMTM&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_51&otracker=search&otracker1=search&fm=organic&iid=en_9p8DHenw8K8Olh3N5XjLq96mptxHjzI4G4Uk83v0VW7YSz6cjW_ArsBrvWQXwdzzMTHNjEKa7f2-78nC3K51Sw%3D%3D&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"itel P55T (Astral Gold, 128 GB)","₹7,099",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/8/2/p55t-p665l-itel-original-imahyghnrhqmmgfb.jpeg?q=70,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB16.66 cm (6.56 inch) Display50MP Rear Camera | 8MP Front Camera6000 mAh Battery1 Year Manufacturer Warranty,4.2,https://www.flipkart.com/itel-p55t-astral-gold-128-gb/p/itm9149ca795169f?pid=MOBGXZHNQSGPQBBS&lid=LSTMOBGXZHNQSGPQBBSXYHVKU&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_52&otracker=search&otracker1=search&fm=organic&iid=en_9p8DHenw8K8Olh3N5XjLq96mptxHjzI4G4Uk83v0VW6DnSMBoI8aFhTuL-p7poICC3rwbylPHmOc7vaEg2p5YQ%3D%3D&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"SAMSUNG Galaxy A35 5G (Awesome Navy, 256 GB)","₹36,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/9/m/9/-original-imahyukd9nrfyygw.jpeg?q=70,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB16.76 cm (6.6 inch) Full HD+ Display50MP + 8MP + 5MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories,4.3,https://www.flipkart.com/samsung-galaxy-a35-5g-awesome-navy-256-gb/p/itm2d2e398127998?pid=MOBGYT2HEEYGMZFH&lid=LSTMOBGYT2HEEYGMZFHFG5U5Z&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_53&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGYT2HEEYGMZFH.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"OnePlus 11R 5G (Galactic Silver, 128 GB)","₹39,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/w/l/11r-5g-5011102527-oneplus-original-imagn3bq8t4ja5rx.jpeg?q=70,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera5000 mAh BatteryDomestic warranty of 12 months on phone & 6 months on accessories,4.5,https://www.flipkart.com/oneplus-11r-5g-galactic-silver-128-gb/p/itmd8344a066fd54?pid=MOBGN3C4MWPDUDYZ&lid=LSTMOBGN3C4MWPDUDYZUICRXE&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_54&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGN3C4MWPDUDYZ.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V29 5G (Blue, 256 GB)","₹36,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/w/l/v29-5g-v2250-vivo-original-imahyuth5gzzzwab.jpeg?q=70,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://www.flipkart.com/vivo-v29-5g-blue-256-gb/p/itm69ac491d37e36?pid=MOBGTR8XEGNGHQM7&lid=LSTMOBGTR8XEGNGHQM7ITHXRN&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_55&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGTR8XEGNGHQM7.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V29 5G (Red, 256 GB)","₹36,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/q/f/-original-imagtyw2vfzzwzgs.jpeg?q=70,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://www.flipkart.com/vivo-v29-5g-red-256-gb/p/itm69ac491d37e36?pid=MOBGTR8XGN97SRMQ&lid=LSTMOBGTR8XGN97SRMQJFQUVV&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_56&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGTR8XGN97SRMQ.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V30 5G (Andaman Blue, 256 GB)","₹37,499",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/m/m/-original-imagyzw9ghf32enc.jpeg?q=70,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ Display50MP + 50MP | 50MP Front Camera5000 mAh Battery7 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories,4.5,https://www.flipkart.com/vivo-v30-5g-andaman-blue-256-gb/p/itme3a94b78a025f?pid=MOBGYGCB4ZQNFMZF&lid=LSTMOBGYGCB4ZQNFMZFIIW1FN&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_57&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGYGCB4ZQNFMZF.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V29 5G (Blue, 128 GB)","₹32,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/e/x/v29-5g-v2250-vivo-original-imagtyqfjag4qbdw.jpeg?q=70,8 GB RAM | 128 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://www.flipkart.com/vivo-v29-5g-blue-128-gb/p/itm69ac491d37e36?pid=MOBGTR8XEGJECSK9&lid=LSTMOBGTR8XEGJECSK90SG6A5&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_58&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGTR8XEGJECSK9.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"Samsung Galaxy S21 FE 5G with Snapdragon 888 (Olive, 256 GB)","₹28,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/y/g/-original-imagtnqkutcyzhgq.jpeg?q=70,8 GB RAM | 256 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion BatterySnapdragon 888 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://www.flipkart.com/samsung-galaxy-s21-fe-5g-snapdragon-888-olive-256-gb/p/itmb3a0b1e650a0e?pid=MOBGSXD7TZZTJQXE&lid=LSTMOBGSXD7TZZTJQXEXBVBWZ&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_59&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGSXD7TZZTJQXE.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V29 5G (Black, 256 GB)","₹36,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/9/l/-original-imagtyw2cvvhz4hj.jpeg?q=70,12 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Full HD+ AMOLED Display50MP + 8MP + 2MP | 50MP Front Camera4600 mAh Battery778G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://www.flipkart.com/vivo-v29-5g-black-256-gb/p/itm69ac491d37e36?pid=MOBGTR8XZZSSRYGF&lid=LSTMOBGTR8XZZSSRYGFLO9ICW&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_60&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGTR8XZZSSRYGF.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"OnePlus 12R (Sunset Dune, 256 GB)","₹38,954",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/w/k/12r-cph2585-oneplus-original-imah3yc3zzqzbfyv.jpeg?q=70,8 GB RAM | 256 GB ROM17.22 cm (6.78 inch) Display50MP Rear Camera5500 mAh Battery1 Year Brand Warranty,4.5,https://www.flipkart.com/oneplus-12r-sunset-dune-256-gb/p/itm347349f7db2f2?pid=MOBH3YC32ETRHX2H&lid=LSTMOBH3YC32ETRHX2HMDDHS8&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_61&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBH3YC32ETRHX2H.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"OPPO Reno10 Pro 5G (Glossy Purple, 256 GB)","₹37,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/e/n/-original-imagtcrvbxsnehqe.jpeg?q=70,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP | 32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://www.flipkart.com/oppo-reno10-pro-5g-glossy-purple-256-gb/p/itm7fc37fb654ef8?pid=MOBGQP3UPHY6G5HH&lid=LSTMOBGQP3UPHY6G5HHWKBUNL&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_62&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGQP3UPHY6G5HH.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"OPPO Reno10 Pro 5G (Silvery Grey, 256 GB)","₹37,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/p/w/-original-imagtcrvtbch8snk.jpeg?q=70,12 GB RAM | 256 GB ROM17.02 cm (6.7 inch) Full HD+ Display50MP + 32MP + 8MP | 32MP Front Camera4600 mAh BatterySnapdragon 778G 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://www.flipkart.com/oppo-reno10-pro-5g-silvery-grey-256-gb/p/itm7fc37fb654ef8?pid=MOBGQP3UUZE5CEYZ&lid=LSTMOBGQP3UUZE5CEYZVABO05&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_63&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGQP3UUZE5CEYZ.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V23 Pro 5G (Stardust Black, 128 GB)","₹38,990",https://rukminim2.flixcart.com/image/312/312/ky0g58w0/mobile/a/n/d/-original-imagabvqhyaah4vh.jpeg?q=70,8 GB RAM | 128 GB ROM | Expandable Upto 12 GB16.66 cm (6.56 inch) Full HD+ Display108MP + 8MP + 2MP | 50MP + 8MP Dual Front Camera4300 mAh Lithium BatteryMediatek Dimensity 1200 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.3,https://www.flipkart.com/vivo-v23-pro-5g-stardust-black-128-gb/p/itmf5550a0e86c82?pid=MOBGA25PHHN2GUWD&lid=LSTMOBGA25PHHN2GUWDF8BAT3&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_64&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGA25PHHN2GUWD.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"OPPO Reno10 Pro+ 5G (Glossy Purple, 256 GB)","₹54,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/c/d/t/-original-imagtcrvgbd2junk.jpeg?q=70,12 GB RAM | 256 GB ROM17.12 cm (6.74 inch) Full HD+ Display50MP + 64MP + 8MP | 32MP Front Camera4700 mAh BatterySnapdragon 8+ Gen 1 Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.5,https://www.flipkart.com/oppo-reno10-pro-5g-glossy-purple-256-gb/p/itm0c255bc2351f1?pid=MOBGQP3UTQTRCZ83&lid=LSTMOBGQP3UTQTRCZ83V5WAAT&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_65&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGQP3UTQTRCZ83.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"OnePlus 11 5G (Eternal Green, 128 GB)","₹39,980",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/3/11-5g-b0bqjlcqd3-oneplus-original-imagmugsquuygsbg.jpeg?q=70,8 GB RAM | 128 GB ROM17.02 cm (6.7 inch) Display50MP Rear Camera | 16MP Front Camera5000 mAh Batterydomestic warranty of 12 months on phone & 6 months on accessories,4.4,https://www.flipkart.com/oneplus-11-5g-eternal-green-128-gb/p/itm668119d115289?pid=MOBGMUGSSSJGKNDU&lid=LSTMOBGMUGSSSJGKNDUOTWPCW&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_66&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGMUGSSSJGKNDU.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"SAMSUNG Galaxy S21 FE 5G (White, 128 GB)","₹39,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/q/a/-original-imagu4p8zxygt2xh.jpeg?q=70,8 GB RAM | 128 GB ROM16.26 cm (6.4 inch) Full HD+ Display12MP + 12MP + 8MP (OIS) | 32MP Front Camera4500 mAh Lithium-ion Battery1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for In-Box Accessories,4.3,https://www.flipkart.com/samsung-galaxy-s21-fe-5g-white-128-gb/p/itme7ee482a0b7f0?pid=MOBGE8DZ5VYDPUZT&lid=LSTMOBGE8DZ5VYDPUZTZEM5BV&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_67&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGE8DZ5VYDPUZT.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"REDMI Note 13 Pro+ 5G (Fusion Purple, 256 GB)","₹30,853",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/5/f/-original-imagwu9fyya8h6mg.jpeg?q=70,12 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Display200MP (OIS) + 8MP + 2MP | 16MP Front Camera5000 mAh BatteryDimensity 7200 Ultra 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,4.2,https://www.flipkart.com/redmi-note-13-pro-5g-fusion-purple-256-gb/p/itmdb93bef29e300?pid=MOBGZF9PWGGBQFBP&lid=LSTMOBGZF9PWGGBQFBPEZWX0S&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_68&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGZF9PWGGBQFBP.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V25 Pro 5G (Sailing Blue, 128 GB)","₹35,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/q/j/-original-imagh4fnprjvgzzj.jpeg?q=70,8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3,https://www.flipkart.com/vivo-v25-pro-5g-sailing-blue-128-gb/p/itmeccdbf93bbfc6?pid=MOBGGRB7RBZ6ESFV&lid=LSTMOBGGRB7RBZ6ESFVVWREMH&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_69&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGGRB7RBZ6ESFV.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo V25 Pro 5G (Pure Black, 128 GB)","₹35,999",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/u/g/-original-imagh4fnw28yghma.jpeg?q=70,8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display64MP + 8MP + 2MP | 32MP Front Camera4830 mAh Lithium BatteryMediatek Dimensity 1300 ProcessorColor Changing Fluorite AG Glass Design120 Hz 3D Curve Display1 Year on Handset and 6 Months on Accessories,4.3,https://www.flipkart.com/vivo-v25-pro-5g-pure-black-128-gb/p/itmeccdbf93bbfc6?pid=MOBGGRB79Z4ANQ9G&lid=LSTMOBGGRB79Z4ANQ9GWMMCKW&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_70&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBGGRB79Z4ANQ9G.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo X70 Pro (Aurora Dawn, 128 GB)","₹36,339",https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/mobile/u/z/i/x70-pro-v2105-vivo-original-imag7bq4eumqhgka.jpeg?q=70,8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP + 12MP + 12MP + 8MP | 32MP Front Camera4450 mAh BatteryMediaTek Dimensity 1200 Processor1 Year for Handset and 6 Months for In-box Accessories,4.5,https://www.flipkart.com/vivo-x70-pro-aurora-dawn-128-gb/p/itmda08d804c661a?pid=MOBG6XXUTYXMBE79&lid=LSTMOBG6XXUTYXMBE79S3INDI&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_71&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBG6XXUTYXMBE79.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
"vivo X70 Pro (Cosmic Black, 128 GB)","₹38,999",https://rukminim2.flixcart.com/image/312/312/ku4ezrk0/mobile/q/m/9/x70-pro-v2105-vivo-original-imag7bqfd3vhta7j.jpeg?q=70,8 GB RAM | 128 GB ROM16.66 cm (6.56 inch) Full HD+ Display50MP + 12MP + 12MP + 8MP | 32MP Front Camera4450 mAh BatteryMediaTek Dimensity 1200 Processor1 Year for Handset and 6 Months for In-box Accessories,4.5,https://www.flipkart.com/vivo-x70-pro-cosmic-black-128-gb/p/itmda08d804c661a?pid=MOBG6XXU8AKFTYYZ&lid=LSTMOBG6XXU8AKFTYYZBW2COC&marketplace=FLIPKART&q=mobiles+under+40K&store=tyy%2F4io&srno=s_3_72&otracker=search&otracker1=search&fm=organic&iid=eb14c8f5-f72c-455a-aa4e-0b8f6a81f47a.MOBG6XXU8AKFTYYZ.SEARCH&ppt=None&ppn=None&ssid=2qruptqovk0000001722676566509&qH=3b335b124e5f7f1c
